Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2012-13,2013-14,2014-15,2015-16,2016-17,Source document,Source table,URL
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.6: Public health,Departmental expenses,Departmental appropriation & Expenses not requiring appropriation in the budget year,Program Support,169830,170798.1166,134225.9532,131670.7122,134537.5918,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Departmental appropriation,Budget Advice,134829,135398.2277,146935.4371,187300.8718,180187.1989,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Departmental appropriation,Financial Reporting,2305093,2035177.973,2297356.935,2425959.723,1771713.448,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Departmental appropriation,Financial Framework,445752,350436.5631,420119.7401,540179.1831,486775.629,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Departmental appropriation,Deregulation and Regulatory Reform,100300,72445.63165,64922.70209,53023.87865,45296.18922,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Departmental appropriation,Procurement Framework,97640,109407.4341,129613.2487,133760.9387,169814.3059,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Special accounts,Coordinated Procurement Contracting Special Account,64866,50495.24663,46084.58382,56185.54895,69222.86841,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Expenses not requiring appropriation in the Budget year,,311787,338890.1159,422990.2577,347348.7049,438965.4495,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Act of Grace nominal interest,347528,356217.7424,374200.847,319376.751,283576.1103,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Compensation and legal expenses,357925,417374.6831,429577.4061,500089.1869,549016.9348,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Superannuation administration costs,84009,97165.41363,93134.45358,95427.03585,75888.47001,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Federal Circuit Court of Australia Act 1999,276596,339780.3312,406301.2052,376292.5579,319443.6965,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Governance of Australian Government Superannuation Schemes Act 2011,328884,378030.357,393686.6457,352831.9048,291654.5346,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Governor-General Act 1974,138040,120221.7768,106100.8775,134224.6295,173722.992,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Judges' Pensions Act 1968,220377,162988.192,139442.3228,120691.9229,125478.8852,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Parliamentary Contributory Superannuation Act 1948,154573,196632.5176,196070.2239,144605.7192,158749.3247,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Parliamentary Superannuation Act 2004,171011,198589.2835,204494.7066,263488.5216,321624.0593,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Same-Sex Relationships (Equal Treatment in Commonwealth Laws - Superannuation) Act 2009,274035,211252.9211,236883.2407,299508.164,227759.1892,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Superannuation Act 1922,2163993,2211714.562,2537172.594,1918275.733,1410297.035,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Superannuation Act 1976,335209,404146.6846,317307.1894,249988.3733,241120.8701,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Superannuation Act 1990,444003,506842.4996,587844.8014,685750.1774,751969.9977,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Departmental expenses,Departmental appropriation,Public Sector Superannuation,117623,147733.0987,135787.3187,135245.4688,97767.14377,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Departmental expenses,Expenses not requiring appropriation in the Budget year,,310190,224226.5215,276309.653,243403.6322,217098.6763,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.3: Nation Building Funds and DisabilityCare Australia Fund,Administered expenses,Special accounts,Building Australia Fund Special Account,480444,411017.8562,394791.5675,498789.3776,641655.012,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.3: Nation Building Funds and DisabilityCare Australia Fund,Administered expenses,Special accounts,Education Investment Fund Special Account,4996457,5712045.497,4332245.501,5398024.29,4444178.279,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.3: Nation Building Funds and DisabilityCare Australia Fund,Administered expenses,Special accounts,Health and Hospitals Fund Special Account,309441,247936.694,313991.6096,246533.0657,266808.5416,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.3: Nation Building Funds and DisabilityCare Australia Fund,Administered expenses,Special accounts,DisabilityCare Australia Fund Special Account 4,70378,49658.71211,56630.014,70826.25026,56421.59711,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.1: Australian Government Business and ICT,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Grants in Aid - Animals Australia,164862,129995.58,147359.4569,149144.9306,109620.8734,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.1: Australian Government Business and ICT,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Grants in Aid - Australian Institute of Policy and Science,1569462,1811520.543,2218644.475,1761180.189,1829557.909,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.1: Australian Government Business and ICT,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Grants in Aid - Chifley Research Centre,102926,94543.15657,119979.9541,85108.88791,101411.618,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.1: Australian Government Business and ICT,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Grants in Aid - Green Institute,154557,189110.7993,180739.8958,221627.9094,204779.3778,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.1: Australian Government Business and ICT,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Grants in Aid - Menzies Research Centre,74879,77801.80227,60976.009,54540.12675,46952.40021,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.1: Australian Government Business and ICT,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Grants in Aid - Page Research Centre,277722,204499.3261,210745.5483,240672.6058,256723.0179,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.1: Australian Government Business and ICT,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Grants in Aid - Royal Humane Society of Australasia,199477,182640.4956,169625.7306,170866.5327,217902.4452,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.1: Australian Government Business and ICT,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Grants in Aid - RSPCA Australia Inc,465708,420125.7455,480491.7497,372526.9,318464.9558,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.1: Australian Government Business and ICT,Departmental expenses,Departmental appropriation,Government Business Enterprises Ownerships and Divestment,347306,268873.9546,278520.3187,214840.5467,225316.1856,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.1: Australian Government Business and ICT,Departmental expenses,Departmental appropriation,Special Financial Claims,241001,302232.0739,242346.5126,218440.6972,213290.0459,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.1: Australian Government Business and ICT,Departmental expenses,Departmental appropriation,Australian Government Information Management Office,495257,370921.0056,348342.8442,401868.564,392932.0986,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.1: Australian Government Business and ICT,Departmental expenses,Special accounts,Business Services Special Account,825,633.0572024,645.7438946,643.3846558,559.3182157,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.1: Australian Government Business and ICT,Departmental expenses,Expenses not requiring appropriation in the Budget year,,129678,111096.3214,133919.6698,108096.4111,111924.1322,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.2: Property and Construction,Departmental expenses,Property Special Account,,387528,425223.5973,449036.9764,375888.6291,385747.5457,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.3: Insurance and Risk Management,Departmental expenses,Comcover Special Account,,137363,117858.6002,149415.0778,166101.3336,118060.2404,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 3: Support for Parliamentarians, others with entitlements and organisations as approved by Government through the delivery of entitlements and targeted assistance.",Program 3.1: Ministerial and Parliamentary Services,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Electorate and ministerial support costs,10795,11394.99605,12365.65427,10868.10361,9010.12104,Department of Finance and Deregulation PBS,Table 2.1.3,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 3: Support for Parliamentarians, others with entitlements and organisations as approved by Government through the delivery of entitlements and targeted assistance.",Program 3.1: Ministerial and Parliamentary Services,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Political exchange program,416140,445013.3675,558524.9712,640665.0026,565863.1613,Department of Finance and Deregulation PBS,Table 2.1.3,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 3: Support for Parliamentarians, others with entitlements and organisations as approved by Government through the delivery of entitlements and targeted assistance.",Program 3.1: Ministerial and Parliamentary Services,Administered expenses,Special appropriations,Commonwealth of Australia Constitution Act (s.66),2232779,1575555.924,2033870.012,2450334.183,2427527.848,Department of Finance and Deregulation PBS,Table 2.1.3,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 3: Support for Parliamentarians, others with entitlements and organisations as approved by Government through the delivery of entitlements and targeted assistance.",Program 3.1: Ministerial and Parliamentary Services,Administered expenses,Special appropriations,Members of Parliament (Life Gold Pass) Act 2002,469935,604472.4186,630665.3915,452817.8812,401230.3876,Department of Finance and Deregulation PBS,Table 2.1.3,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 3: Support for Parliamentarians, others with entitlements and organisations as approved by Government through the delivery of entitlements and targeted assistance.",Program 3.1: Ministerial and Parliamentary Services,Administered expenses,Special appropriations,Parliamentary Entitlements Act 1990,3159,2979.500366,2859.368435,3573.95054,4618.052969,Department of Finance and Deregulation PBS,Table 2.1.3,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 3: Support for Parliamentarians, others with entitlements and organisations as approved by Government through the delivery of entitlements and targeted assistance.",Program 3.1: Ministerial and Parliamentary Services,Administered expenses,Expenses not requiring appropriation in the Budget year,,2400582,2963093.124,3006198.835,2535792.728,3288776.517,Department of Finance and Deregulation PBS,Table 2.1.3,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 3: Support for Parliamentarians, others with entitlements and organisations as approved by Government through the delivery of entitlements and targeted assistance.",Program 3.1: Ministerial and Parliamentary Services,Departmental expenses,Departmental appropriation,"Services to Senators, Members and their staff",3747935,2926091.973,3688419.284,3273744.531,2694120.962,Department of Finance and Deregulation PBS,Table 2.1.3,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 3: Support for Parliamentarians, others with entitlements and organisations as approved by Government through the delivery of entitlements and targeted assistance.",Program 3.1: Ministerial and Parliamentary Services,Departmental expenses,Departmental appropriation,Car-with-driver and associated transport services,604523,455275.7838,421764.742,403024.8508,446635.433,Department of Finance and Deregulation PBS,Table 2.1.3,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 3: Support for Parliamentarians, others with entitlements and organisations as approved by Government through the delivery of entitlements and targeted assistance.",Program 3.1: Ministerial and Parliamentary Services,Departmental expenses,Expenses not requiring appropriation in the Budget year,,236368,283245.0105,359568.3174,377109.2948,290461.1936,Department of Finance and Deregulation PBS,Table 2.1.3,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,"Program 1.1: Prevention, early detection and service improvement ",Administered expenses,Ordinary annual services (Appropriation Bill No. 1),,337433,364603.7639,367051.0969,422931.406,425054.6504,Department of Health and Ageing PBS,Table 1.2,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,"Program 1.1: Prevention, early detection and service improvement ",Departmental expenses,Departmental appropriation & Expenses not requiring appropriation in the budget year,Program Support,481710,365616.3338,414649.7539,516414.5248,438977.292,Department of Health and Ageing PBS,Table 1.2,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.2: Communicable disease control,Administered expenses,Ordinary annual services (Appropriation Bill No. 1),,2571126,1926415.992,2045578.849,2379533.838,1830861.151,Department of Health and Ageing PBS,Table 1.3,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.2: Communicable disease control,Departmental expenses,Departmental appropriation & Expenses not requiring appropriation in the budget year,Program Support,251594,303001.2945,309888.4209,336158.0405,347442.3663,Department of Health and Ageing PBS,Table 1.3,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.3: Drug strategy,Administered expenses,Ordinary annual services (Appropriation Bill No. 1),,169879,122387.0375,145044.0004,140992.0364,112862.1226,Department of Health and Ageing PBS,Table 1.4,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.3: Drug strategy,Departmental expenses,Departmental appropriation & Expenses not requiring appropriation in the budget year,Program Support,297425,350951.816,446388.3956,358541.4051,349246.0556,Department of Health and Ageing PBS,Table 1.4,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
